text,label
出,O
台,O
的,O
重,O
要,O
政,O
策,O
；,O
协,O
调,O
解,O
决,O
推,O
进,O
广,B_LOC
西,I_LOC
贸,O
易,O
高,O
质,O
量,O
发,O
展,O
工,O
作,O
中,O
遇,O
到,O
的,O
重,O
大,O
问,O
题,O
；,O
部,O
署,O
推,O
进,O
广,B_LOC
西,I_LOC
贸,O
易,O
高,O
质,O
量,O
发,O
展,O
重,O
点,O
事,O
项,O
，,O
督,O
促,O
检,O
查,O
有,O
关,O
方,O
案,O
和,O
政,O
策,O
落,O
实,O
情,O
况,O
；,O
完,O
成,O
自,B_ORG
治,I_ORG
区,I_ORG
党,I_ORG
委,I_ORG
、,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
交,O
办,O
的,O
其,O
他,O
事,O
项,O
。,O
二,O
、,O
成,O
员,O
单,O
位,O
联,O
席,O
会,O
议,O
由,O
自,B_ORG
治,I_ORG
区,I_ORG
发,I_ORG
展,I_ORG
改,I_ORG
革,I_ORG
委,I_ORG
、,O
科,B_ORG
技,I_ORG
厅,I_ORG
、,O
工,B_ORG
业,I_ORG
和,I_ORG
信,I_ORG
息,I_ORG
化,I_ORG
厅,I_ORG
、,O
司,B_ORG
法,I_ORG
厅,I_ORG
、,O
财,B_ORG
政,I_ORG
厅,I_ORG
、,O
人,B_ORG
力,I_ORG
资,I_ORG
源,I_ORG
社,I_ORG
会,I_ORG
保,I_ORG
障,I_ORG
厅,I_ORG
、,O
生,B_ORG
态,I_ORG
环,I_ORG
境,I_ORG
厅,I_ORG
、,O
交,B_ORG
通,I_ORG
运,I_ORG
输,I_ORG
厅,I_ORG
、,O
农,B_ORG
业,I_ORG
农,I_ORG
村,I_ORG
厅,I_ORG
、,O
商,B_ORG
务,I_ORG
厅,I_ORG
、,O
文,B_ORG
化,I_ORG
和,I_ORG
旅,I_ORG
游,I_ORG
厅,I_ORG
、,O
外,B_ORG
事,I_ORG
办,I_ORG
、,O
市,B_ORG
场,I_ORG
监,I_ORG
管,I_ORG
局,I_ORG
、,O
地,B_ORG
方,I_ORG
金,I_ORG
融,I_ORG
监,I_ORG
管,I_ORG
局,I_ORG
、,O
北,B_ORG
部,I_ORG
湾,I_ORG
办,I_ORG
、,O
大,B_ORG
数,I_ORG
据,I_ORG
发,I_ORG
展,I_ORG
局,I_ORG
、,O
投,B_ORG
资,I_ORG
促,I_ORG
进,I_ORG
局,I_ORG
，,O
广,B_ORG
西,I_ORG
博,I_ORG
览,I_ORG
局,I_ORG
、,O
广,B_ORG
西,I_ORG
贸,I_ORG
促,I_ORG
会,I_ORG
、,O
人,O
民,O
银,O
行,O
南,O
宁,O
中,O
心,O
支,O
行,O
、,O
南,B_ORG
宁,I_ORG
海,I_ORG
关,I_ORG
、,O
广,B_ORG
西,I_ORG
税,I_ORG
务,I_ORG
局,I_ORG
、,O
广,B_ORG
西,I_ORG
出,I_ORG
入,I_ORG
境,I_ORG
边,I_ORG
防,I_ORG
检,I_ORG
查,I_ORG
总,I_ORG
站,I_ORG
、,O
广,B_ORG
西,I_ORG
海,I_ORG
事,I_ORG
局,I_ORG
、,O
广,B_ORG
西,I_ORG
银,I_ORG
保,I_ORG
监,I_ORG
局,I_ORG
、,O
广,B_ORG
西,I_ORG
邮,I_ORG
政,I_ORG
管,I_ORG
理,I_ORG
局,I_ORG
，,O
中,B_LOC
国,I_LOC
（,I_LOC
广,I_LOC
西,I_LOC
）,I_LOC
自,I_LOC
由,I_LOC
贸,I_LOC
易,I_LOC
试,I_LOC
验,I_LOC
区,I_LOC
南,I_LOC
宁,I_LOC
片,I_LOC
区,I_LOC
、,O
钦,B_LOC
州,I_LOC
港,I_LOC
片,I_LOC
区,I_LOC
、,O
崇,B_ORG
左,I_ORG
片,I_ORG
区,I_ORG
管,I_ORG
委,I_ORG
会,I_ORG
，,O
中,O
国,O
进,O
出,O
口,O
银,O
行,O
广,O
西,O
分,O
行,O
、,O
中,O
国,O
出,O
口,O
信,O
用,O
保,O
险,O
公,O
司,O
广,O
西,O
分,O
公,O
司,O
、,O
中,O
国,O
—,O
东,O
盟,O
信,O
息,O
港,O
股,O
份,O
有,O
限,O
公,O
司,O
等,O
3,O
2,O
个,O
部,O
门,O
和,O
单,O
位,O
组,O
成,O
，,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,O
为,O
牵,O
头,O
单,O
位,O
。,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
分,O
管,O
领,O
导,O
同,O
志,O
担,O
任,O
联,O
席,O
会,O
议,O
召,O
集,O
人,O
，,O
协,O
助,O
分,O
管,O
商,O
务,O
工,O
作,O
的,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
副,O
秘,O
书,O
长,O
和,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,I_ORG
、,O
南,B_ORG
宁,I_ORG
海,I_ORG
关,I_ORG
主,O
要,O
负,O
责,O
同,O
志,O
担,O
任,O
副,O
召,O
集,O
人,O
，,O
各,O
成,O
员,O
单,O
位,O
有,O
关,O
负,O
责,O
同,O
志,O
为,O
联,O
席,O
会,O
议,O
成,O
员,O
（,O
名,O
单,O
附,O
后,O
）,O
。,O
联,O
席,O
会,O
议,O
成,O
员,O
因,O
工,O
作,O
变,O
动,O
需,O
要,O
调,O
整,O
的,O
，,O
由,O
所,O
在,O
单,O
位,O
提,O
出,O
，,O
联,O
席,O
会,O
议,O
确,O
定,O
。,O
联,O
席,O
会,O
议,O
可,O
根,O
据,O
工,O
作,O
需,O
要,O
调,O
整,O
成,O
员,O
单,O
位,O
。,O
联,O
席,O
会,O
议,O
办,O
公,O
室,O
设,O
在,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,I_ORG
，,O
承,O
担,O
联,O
席,O
会,O
议,O
日,O
常,O
工,O
作,O
。,O
办,O
公,O
室,O
主,O
任,O
由,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,I_ORG
主,O
要,O
负,O
责,O
同,O
志,O
兼,O
任,O
，,O
办,O
公,O
室,O
副,O
主,O
任,O
由,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,I_ORG
、,O
发,B_ORG
展,I_ORG
改,I_ORG
革,I_ORG
委,I_ORG
、,O
工,B_ORG
业,I_ORG
和,I_ORG
信,I_ORG
息,I_ORG
化,I_ORG
厅,I_ORG
、,O
财,B_ORG
政,I_ORG
厅,I_ORG
，,O
南,B_ORG
宁,I_ORG
海,I_ORG
关,I_ORG
、,O
广,B_ORG
西,I_ORG
税,I_ORG
务,I_ORG
局,I_ORG
有,O
关,O
负,O
责,O
同,O
志,O
担,O
任,O
。,O
联,O
席,O
会,O
议,O
设,O
联,O
络,O
员,O
，,O
由,O
各,O
成,O
员,O
单,O
位,O
有,O
关,O
处,O
室,O
负,O
责,O
同,O
志,O
担,O
任,O
。,O
三,O
、,O
工,O
作,O
规,O
则,O
联,O
席,O
会,O
议,O
根,O
据,O
工,O
作,O
需,O
要,O
定,O
期,O
或,O
不,O
定,O
期,O
召,O
开,O
会,O
议,O
，,O
由,O
召,O
集,O
人,O
或,O
召,O
集,O
人,O
委,O
托,O
的,O
副,O
召,O
集,O
人,O
主,O
持,O
。,O
联,O
席,O
会,O
议,O
以,O
纪,O
要,O
形,O
式,O
明,O
确,O
会,O
议,O
议,O
定,O
事,O
项,O
，,O
印,O
发,O
各,O
成,O
员,O
单,O
位,O
及,O
有,O
关,O
方,O
面,O
。,O
重,O
大,O
事,O
项,O
按,O
程,O
序,O
报,O
批,O
。,O
四,O
、,O
工,O
作,O
要,O
求,O
各,O
成,O
员,O
单,O
位,O
要,O
按,O
照,O
职,O
责,O
分,O
工,O
，,O
深,O
入,O
研,O
究,O
推,O
进,O
广,B_LOC
西,I_LOC
贸,O
易,O
高,O
质,O
量,O
发,O
展,O
工,O
作,O
有,O
关,O
问,O
题,O
，,O
制,O
定,O
相,O
关,O
配,O
套,O
政,O
策,O
措,O
施,O
或,O
提,O
出,O
政,O
策,O
建,O
议,O
，,O
积,O
极,O
营,O
造,O
推,O
进,O
贸,O
易,O
高,O
质,O
量,O
发,O
展,O
的,O
政,O
策,O
环,O
境,O
；,O
认,O
真,O
落,O
实,O
联,O
席,O
会,O
议,O
确,O
定,O
的,O
工,O
作,O
任,O
务,O
和,O
议,O
定,O
事,O
项,O
；,O
加,O
强,O
沟,O
通,O
，,O
密,O
切,O
配,O
合,O
，,O
相,O
互,O
支,O
持,O
，,O
形,O
成,O
合,O
力,O
，,O
充,O
分,O
发,O
挥,O
联,O
席,O
会,O
议,O
作,O
用,O
，,O
共,O
同,O
推,O
进,O
贸,O
易,O
高,O
质,O
量,O
发,O
展,O
。,O
联,O
席,O
会,O
议,O
办,O
公,O
室,O
要,O
加,O
强,O
对,O
联,O
席,O
会,O
议,O
议,O
定,O
事,O
项,O
的,O
跟,O
踪,O
督,O
促,O
落,O
实,O
，,O
及,O
时,O
向,O
各,O
成,O
员,O
单,O
位,O
通,O
报,O
有,O
关,O
情,O
况,O
。,O
广,B_LOC
西,I_LOC
推,O
进,O
贸,O
易,O
高,O
质,O
量,O
发,O
展,O
厅,O
际,O
联,O
席,O
会,O
议,O
成,O
员,O
名,O
单,O
召,O
集,O
人,O
：,O
周,O
红,O
波,O
自,O
治,O
区,O
副,O
主,O
席,O
副,O
召,O
集,O
人,O
：,O
杨,O
斌,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
副,O
秘,O
书,O
长,O
蒋,O
连,O
生,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,I_ORG
厅,O
长,O
王,O
志,O
南,B_ORG
宁,I_ORG
海,I_ORG
关,I_ORG
关,O
长,O
成,O
员,O
：,O
欧,O
阳,O
进,O
自,B_ORG
治,I_ORG
区,I_ORG
发,I_ORG
展,I_ORG
改,I_ORG
革,I_ORG
委,I_ORG
副,O
主,O
任,O
蹇,O
兴,O
超,O
自,B_ORG
治,I_ORG
区,I_ORG
科,I_ORG
技,I_ORG
厅,I_ORG
副,O
厅,O
长,O
陆,O
爱,O
平,O
自,B_ORG
治,I_ORG
区,I_ORG
工,I_ORG
业,I_ORG
和,I_ORG
信,I_ORG
息,I_ORG
化,I_ORG
厅,I_ORG
二,O
级,O
巡,O
视,O
员,O
潘,O
东,O
自,B_ORG
治,I_ORG
区,I_ORG
司,I_ORG
法,I_ORG
厅,I_ORG
副,O
厅,O
长,O
谭,O
娅,O
自,B_ORG
治,I_ORG
区,I_ORG
财,I_ORG
政,I_ORG
厅,I_ORG
副,O
厅,O
长,O
乐,O
永,O
红,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
力,I_ORG
资,I_ORG
源,I_ORG
社,I_ORG
会,I_ORG
保,I_ORG
障,I_ORG
厅,I_ORG
副,O
厅,O
长,O
粟,O
定,O
成,O
自,B_ORG
治,I_ORG
区,I_ORG
生,I_ORG
态,I_ORG
环,I_ORG
境,I_ORG
厅,I_ORG
副,O
厅,O
长,O
胡,O
华,O
平,O
自,B_ORG
治,I_ORG
区,I_ORG
交,I_ORG
通,I_ORG
运,I_ORG
输,I_ORG
厅,I_ORG
副,O
厅,O
长,O
文,O
信,O
连,O
自,B_ORG
治,I_ORG
区,I_ORG
农,I_ORG
业,I_ORG
农,I_ORG
村,I_ORG
厅,I_ORG
副,O
厅,O
长,O
刁,O
卫,O
宏,O
自,B_ORG
治,I_ORG
区,I_ORG
商,I_ORG
务,I_ORG
厅,I_ORG
副,O
厅,O
长,O
温,O
达,O
勤,O
自,B_ORG
治,I_ORG
区,I_ORG
文,I_ORG
化,I_ORG
和,I_ORG
旅,I_ORG
游,I_ORG
厅,I_ORG
二,O
级,O
巡,O
视,O
员,O
韦,O
瑜,O
自,B_ORG
治,I_ORG
区,I_ORG
外,I_ORG
事,I_ORG
办,I_ORG
副,O
主,O
任,O
李,O
昌,O
华,O
自,B_ORG
治,I_ORG
区,I_ORG
市,I_ORG
场,I_ORG
监,I_ORG
管,I_ORG
局,I_ORG
一,O
级,O
巡,O
视,O
员,O
战,O
勇,O
自,B_ORG
治,I_ORG
区,I_ORG
地,I_ORG
方,I_ORG
金,I_ORG
融,I_ORG
监,I_ORG
管,I_ORG
局,I_ORG
副,O
局,O
长,O
王,O
宗,O
文,O
自,B_ORG
治,I_ORG
区,I_ORG
北,I_ORG
部,I_ORG
湾,I_ORG
办,I_ORG
副,O
主,O
任,O
周,O
鸣,O
自,B_ORG
治,I_ORG
区,I_ORG
大,I_ORG
数,I_ORG
据,I_ORG
发,I_ORG
展,I_ORG
局,I_ORG
总,O
工,O
程,O
师,O
陶,O
德,O
文,O
自,B_ORG
治,I_ORG
区,I_ORG
投,I_ORG
资,I_ORG
促,I_ORG
进,I_ORG
局,I_ORG
副,O
局,O
长,O
杨,O
雁,O
雁,O
广,B_ORG
西,I_ORG
博,I_ORG
览,I_ORG
局,I_ORG
副,O
局,O
长,O
丁,O
元,O
龙,O
广,B_ORG
西,I_ORG
贸,I_ORG
促,I_ORG
会,I_ORG
副,O
会,O
长,O
杨,O
正,O
东,O
人,O
民,O
银,O
行,O
南,O
宁,O
中,O
心,O
支,O
行,O
副,O
行,O
长,O
邓,O
光,O
文,O
南,B_ORG
宁,I_ORG
海,I_ORG
关,I_ORG
副,O
关,O
长,O
李,O
传,O
玉,O
广,B_ORG
西,I_ORG
税,I_ORG
务,I_ORG
局,I_ORG
副,O
局,O
长,O
黎,O
基,O
伍,O
广,B_ORG
西,I_ORG
出,I_ORG
入,I_ORG
境,I_ORG
边,I_ORG
防,I_ORG
检,I_ORG
查,I_ORG
总,I_ORG
站,I_ORG
副,O
总,O
站,O
长,O
宋,O
国,O
锋,O
广,B_ORG
西,I_ORG
海,I_ORG
事,I_ORG
局,I_ORG
副,O
局,O
长,O
曾,O
向,O
阳,O
广,B_ORG
西,I_ORG
银,I_ORG
保,I_ORG
监,I_ORG
局,I_ORG
一,O
级,O
巡,O
视,O
员,O
杨,O
鸿,O
艳,O
广,B_ORG
西,I_ORG
邮,I_ORG
政,I_ORG
管,I_ORG
理,I_ORG
局,I_ORG
副,O
局,O
长,O
丁,O
伟,O
中,B_ORG
国,I_ORG
（,I_ORG
广,I_ORG
西,I_ORG
）,I_ORG
自,I_ORG
由,I_ORG
贸,I_ORG
易,I_ORG
试,I_ORG
验,I_ORG
区,I_ORG
南,I_ORG
宁,I_ORG
片,I_ORG
区,I_ORG
管,I_ORG
委,I_ORG
会,I_ORG
副,O
主,O
任,O
赵,O
越,O
中,B_ORG
国,I_ORG
（,I_ORG
广,I_ORG
西,I_ORG
）,I_ORG
自,I_ORG
由,I_ORG
贸,I_ORG
易,I_ORG
试,I_ORG
验,I_ORG
区,I_ORG
钦,I_ORG
州,I_ORG
港,I_ORG
片,I_ORG
区,I_ORG
管,I_ORG
委,I_ORG
会,I_ORG
副,O
主,O
任,O
仲,O
国,O
桃,O
中,B_ORG
国,I_ORG
（,I_ORG
广,I_ORG
西,I_ORG
）,I_ORG
自,I_ORG
由,I_ORG
贸,I_ORG
易,I_ORG
试,I_ORG
验,I_ORG
区,I_ORG
崇,I_ORG
左,I_ORG
片,I_ORG
区,I_ORG
管,I_ORG
委,I_ORG
会,I_ORG
副,O
主,O
任,O
王,O
国,O
杰,O
中,O
国,O
进,O
出,O
口,O
银,O
行,O
广,O
西,O
分,O
行,O
行,O
长,O
郦,O
皓,O
中,O
国,O
出,O
口,O
信,O
用,O
保,O
险,O
公,O
司,O
广,O
西,O
分,O
公,O
司,O
副,O
总,O
经,O
理,O
李,O
珩,O
中,O
国,O
—,O
东,O
盟,O
信,O
息,O
港,O
股,O
份,O
有,O
限,O
公,O
司,O
联,O
席,O
总,O
裁,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
关,O
于,O
核,O
定,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
期,O
限,O
和,O
收,O
费,O
里,O
程,O
的,O
批,O
复,O
（,O
桂,O
政,O
函,O
〔,O
2,O
0,O
2,O
1,O
〕,O
8,O
1,O
号,O
）,O
自,B_ORG
治,I_ORG
区,I_ORG
交,I_ORG
通,I_ORG
运,I_ORG
输,I_ORG
厅,I_ORG
、,O
发,B_ORG
展,I_ORG
改,I_ORG
革,I_ORG
委,I_ORG
、,O
财,B_ORG
政,I_ORG
厅,I_ORG
：,O
你,O
们,O
关,O
于,O
核,O
定,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
期,O
限,O
和,O
收,O
费,O
里,O
程,O
的,O
请,O
示,O
收,O
悉,O
。,O
现,O
批,O
复,O
如,O
下,O
：,O
一,O
、,O
原,O
则,O
同,O
意,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
期,O
限,O
暂,O
核,O
定,O
为,O
2,B_T
5,I_T
年,I_T
。,O
根,O
据,O
《,B_PRO
广,I_PRO
西,I_PRO
壮,I_PRO
族,I_PRO
自,I_PRO
治,I_PRO
区,I_PRO
人,I_PRO
民,I_PRO
政,I_PRO
府,I_PRO
关,I_PRO
于,I_PRO
百,I_PRO
色,I_PRO
至,I_PRO
靖,I_PRO
西,I_PRO
靖,I_PRO
西,I_PRO
至,I_PRO
那,I_PRO
坡,I_PRO
桂,I_PRO
平,I_PRO
至,I_PRO
来,I_PRO
宾,I_PRO
南,I_PRO
宁,I_PRO
外,I_PRO
环,I_PRO
高,I_PRO
速,I_PRO
公,I_PRO
路,I_PRO
收,I_PRO
取,I_PRO
机,I_PRO
动,I_PRO
车,I_PRO
辆,I_PRO
通,I_PRO
行,I_PRO
费,I_PRO
有,I_PRO
关,I_PRO
问,I_PRO
题,I_PRO
的,I_PRO
批,I_PRO
复,I_PRO
》,I_PRO
（,O
桂,O
政,O
函,O
〔,O
2,O
0,O
1,O
4,O
〕,O
2,O
2,O
3,O
号,O
）,O
和,O
《,B_PRO
广,I_PRO
西,I_PRO
壮,I_PRO
族,I_PRO
自,I_PRO
治,I_PRO
区,I_PRO
交,I_PRO
通,I_PRO
运,I_PRO
输,I_PRO
厅,I_PRO
广,I_PRO
西,I_PRO
壮,I_PRO
族,I_PRO
自,I_PRO
治,I_PRO
区,I_PRO
发,I_PRO
展,I_PRO
和,I_PRO
改,I_PRO
革,I_PRO
委,I_PRO
员,I_PRO
会,I_PRO
广,I_PRO
西,I_PRO
壮,I_PRO
族,I_PRO
自,I_PRO
治,I_PRO
区,I_PRO
财,I_PRO
政,I_PRO
厅,I_PRO
关,I_PRO
于,I_PRO
顺,I_PRO
延,I_PRO
全,I_PRO
区,I_PRO
收,I_PRO
费,I_PRO
公,I_PRO
路,I_PRO
收,I_PRO
费,I_PRO
期,I_PRO
限,I_PRO
的,I_PRO
通,I_PRO
知,I_PRO
》,I_PRO
（,O
桂,O
交,O
财,O
务,O
发,O
〔,O
2,O
0,O
2,O
0,O
〕,O
5,O
8,O
号,O
）,O
等,O
规,O
定,O
，,O
南,O
宁,O
外,O
环,O
高,O
速,O
公,O
路,O
收,O
费,O
期,O
限,O
从,B_T
2,I_T
0,I_T
1,I_T
4,I_T
年,I_T
1,I_T
2,I_T
月,I_T
2,I_T
6,I_T
日,I_T
起,I_T
至,I_T
2,I_T
0,I_T
4,I_T
0,I_T
年,I_T
3,I_T
月,I_T
1,I_T
3,I_T
日,I_T
止,I_T
。,O
二,O
、,O
鉴,O
于,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
五,I_LOC
塘,I_LOC
收,I_LOC
费,I_LOC
站,I_LOC
至,O
柳,B_LOC
州,I_LOC
经,I_LOC
合,I_LOC
山,I_LOC
至,O
南,B_LOC
宁,I_LOC
公,I_LOC
路,I_LOC
施,O
工,O
终,O
点,O
（,O
0,O
.,O
9,O
8,O
3,O
公,O
里,O
）,O
为,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
与,O
柳,B_LOC
州,I_LOC
经,I_LOC
合,I_LOC
山,I_LOC
至,O
南,B_LOC
宁,I_LOC
公,I_LOC
路,I_LOC
的,O
连,O
接,O
线,O
，,O
将,O
其,O
纳,O
入,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
里,O
程,O
，,O
重,O
新,O
核,O
定,O
南,B_LOC
宁,I_LOC
外,I_LOC
环,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
里,O
程,O
为,O
8,O
2,O
.,O
5,O
2,O
1,O
公,O
里,O
，,O
由,O
你,O
们,O
按,O
交,O
通,O
运,O
输,O
部,O
和,O
自,O
治,O
区,O
有,O
关,O
规,O
定,O
审,O
定,O
并,O
组,O
织,O
实,O
施,O
。,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
2,B_T
0,I_T
2,I_T
1,I_T
年,I_T
7,I_T
月,I_T
4,I_T
日,I_T
（,O
此,O
件,O
公,O
开,O
发,O
布,O
）,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
关,O
于,O
南,B_LOC
宁,I_LOC
至,O
吴,B_LOC
圩,I_LOC
机,I_LOC
场,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
和,O
南,B_LOC
宁,I_LOC
吴,I_LOC
圩,I_LOC
机,I_LOC
场,I_LOC
第,I_LOC
二,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
期,O
限,O
及,O
收,O
费,O
标,O
准,O
的,O
批,O
复,O
（,O
桂,O
政,O
函,O
〔,O
2,O
0,O
2,O
1,O
〕,O
1,O
9,O
号,O
）,O
自,B_ORG
治,I_ORG
区,I_ORG
交,I_ORG
通,I_ORG
运,I_ORG
输,I_ORG
厅,I_ORG
、,O
发,B_ORG
展,I_ORG
改,I_ORG
革,I_ORG
委,I_ORG
、,O
财,B_ORG
政,I_ORG
厅,I_ORG
：,O
你,O
们,O
关,O
于,O
南,B_LOC
宁,I_LOC
至,O
吴,B_LOC
圩,I_LOC
机,I_LOC
场,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
和,O
南,B_LOC
宁,I_LOC
吴,I_LOC
圩,I_LOC
机,I_LOC
场,I_LOC
第,I_LOC
二,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
收,O
费,O
期,O
限,O
及,O
收,O
费,O
标,O
准,O
的,O
请,O
示,O
收,O
悉,O
。,O
现,O
批,O
复,O
如,O
下,O
：,O
原,O
则,O
同,O
意,O
南,B_LOC
宁,I_LOC
至,O
吴,B_LOC
圩,I_LOC
机,I_LOC
场,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
和,O
南,B_LOC
宁,I_LOC
吴,I_LOC
圩,I_LOC
机,I_LOC
场,I_LOC
第,I_LOC
二,I_LOC
高,I_LOC
速,I_LOC
公,I_LOC
路,I_LOC
实,O
行,O
统,O
贷,O
统,O
还,O
，,O
继,O
续,O
按,O
现,O
行,O
标,O
准,O
收,O
取,O
车,O
辆,O
通,O
行,O
费,O
，,O
收,O
费,O
期,O
限,O
暂,O
核,O
定,O
至,O
2,B_T
0,I_T
2,I_T
5,I_T
年,I_T
7,I_T
月,I_T
2,I_T
3,I_T
日,I_T
。,O
在,O
此,O
期,O
间,O
，,O
如,O
国,O
家,O
出,O
台,O
新,O
的,O
政,O
策,O
，,O
则,O
按,O
新,O
的,O
政,O
策,O
执,O
行,O
。,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
2,B_T
0,I_T
2,I_T
1,I_T
年,I_T
2,I_T
月,I_T
5,I_T
日,I_T
（,O
此,O
件,O
公,O
开,O
发,O
布,O
）,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
关,O
于,O
广,B_PRO
西,I_PRO
红,I_PRO
树,I_PRO
林,I_PRO
资,I_PRO
源,I_PRO
保,I_PRO
护,I_PRO
规,I_PRO
划,I_PRO
（,O
2,B_T
0,I_T
2,I_T
0,I_T
—,I_T
2,I_T
0,I_T
3,I_T
0,I_T
年,I_T
）,O
的,O
批,O
复,O
（,O
桂,O
政,O
函,O
〔,O
2,O
0,O
2,O
1,O
〕,O
2,O
3,O
号,O
）,O
自,B_ORG
治,I_ORG
区,I_ORG
林,I_ORG
业,I_ORG
局,I_ORG
：,O
你,O
局,O
关,O
于,O
审,O
定,O
广,B_LOC
西,I_LOC
红,O
树,O
林,O
资,O
源,O
保,O
护,O
规,O
划,O
（,O
2,B_T
0,I_T
2,I_T
0,I_T
—,I_T
2,I_T
0,I_T
3,I_T
0,I_T
年,I_T
）,O
的,O
请,O
示,O
收,O
悉,O
。,O
现,O
批,O
复,O
如,O
下,O
：,O
一,O
、,O
原,O
则,O
同,O
意,O
《,B_PRO
广,I_PRO
西,I_PRO
红,I_PRO
树,I_PRO
林,I_PRO
资,I_PRO
源,I_PRO
保,I_PRO
护,I_PRO
规,I_PRO
划,I_PRO
（,I_PRO
2,I_PRO
0,I_PRO
2,I_PRO
0,I_PRO
—,I_PRO
2,I_PRO
0,I_PRO
3,I_PRO
0,I_PRO
年,I_PRO
）,I_PRO
》,I_PRO
（,O
以,O
下,O
简,O
称,O
《,B_PRO
规,I_PRO
划,I_PRO
》,I_PRO
）,O
，,O
请,O
你,O
局,O
尽,O
快,O
印,O
发,O
。,O
未,O
经,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
批,O
准,O
，,O
不,O
得,O
擅,O
自,O
修,O
改,O
、,O
调,O
整,O
《,B_PRO
规,I_PRO
划,I_PRO
》,I_PRO
，,O
确,O
需,O
修,O
改,O
、,O
调,O
整,O
的,O
，,O
应,O
当,O
按,O
照,O
国,O
家,O
和,O
自,O
治,O
区,O
有,O
关,O
规,O
定,O
报,O
批,O
。,O
二,O
、,O
你,O
局,O
要,O
会,O
同,O
自,B_ORG
治,I_ORG
区,I_ORG
发,I_ORG
展,I_ORG
改,I_ORG
革,I_ORG
委,I_ORG
、,O
自,B_ORG
然,I_ORG
资,I_ORG
源,I_ORG
厅,I_ORG
、,O
生,B_ORG
态,I_ORG
环,I_ORG
境,I_ORG
厅,I_ORG
、,O
住,B_ORG
房,I_ORG
城,I_ORG
乡,I_ORG
建,I_ORG
设,I_ORG
厅,I_ORG
、,O
交,B_ORG
通,I_ORG
运,I_ORG
输,I_ORG
厅,I_ORG
、,O
水,B_ORG
利,I_ORG
厅,I_ORG
、,O
农,B_ORG
业,I_ORG
